INDICATOR_CODE,DIAGNOSIS_GROUP_NUMBER,DIAGNOSIS_GROUP_DESCRIPTION,PROVIDER_CODE,PROVIDER_NAME,SPELLS,OBSERVED,EXPECTED
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,394,*,2.0623
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,478,*,4.8012
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,158,0,1.9817
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,246,*,1.2852
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,467,8,6.3791
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,500,*,1.9873
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",R1F,ISLE OF WIGHT NHS TRUST,117,*,2.1732
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,243,*,3.6199
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,343,*,2.5759
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,675,*,5.6351
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,339,*,3.1665
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,263,*,3.505
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RR8,LEEDS TEACHING HOSPITALS NHS TRUST,807,16,9.5249
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RJ2,LEWISHAM AND GREENWICH NHS TRUST,574,7,4.8133
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,631,*,3.689
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,378,*,2.1036
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,608,*,5.5635
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,792,*,5.9035
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RPA,MEDWAY NHS FOUNDATION TRUST,377,*,2.426
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,218,*,1.6151
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,390,*,3.0593
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RXF,MID YORKSHIRE HOSPITALS NHS TRUST,520,*,5.8419
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,291,*,1.604
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,546,9,10.2237
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RVJ,NORTH BRISTOL NHS TRUST,355,*,6.0848
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,377,7,6.8218
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,312,0,1.8901
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,273,0,2.7088
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,481,9,7.9635
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,369,*,2.073
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,141,*,2.03
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,363,*,3.4626
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,341,*,5.5941
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,571,12,10.9231
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,739,7,9.115
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RW6,PENNINE ACUTE HOSPITALS NHS TRUST,555,11,7.3016
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,300,*,4.5862
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RHU,PORTSMOUTH HOSPITALS NHS TRUST,504,*,7.2828
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,379,*,4.1071
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",REF,ROYAL CORNWALL HOSPITALS NHS TRUST,382,*,4.5386
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,393,6,4.6753
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,642,*,10.4536
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,215,0,2.7088
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,281,*,3.539
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,413,*,7.0063
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RM3,SALFORD ROYAL NHS FOUNDATION TRUST,178,*,2.5255
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RNZ,SALISBURY NHS FOUNDATION TRUST,227,*,2.3633
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,278,*,2.1622
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,505,9,6.2766
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,331,9,4.7617
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,400,*,6.0086
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,307,*,3.2047
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,88,*,1.3905
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,262,*,2.237
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,374,11,6.5597
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,146,*,1.9893
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,478,*,4.7354
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,278,*,2.6973
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RWJ,STOCKPORT NHS FOUNDATION TRUST,299,*,2.509
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,499,11,4.6254
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,217,*,1.8654
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,287,*,4.3008
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,357,*,2.2625
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,269,*,1.3878
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,486,*,3.0882
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,417,*,3.386
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",184,*,2.1176
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RFR,THE ROTHERHAM NHS FOUNDATION TRUST,211,*,1.4065
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,271,6,5.7961
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,342,*,5.4258
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,308,7,4.5178
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,436,8,6.2694
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,322,*,2.0095
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,520,6,5.8471
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,967,10,12.2872
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,488,*,1.8491
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,499,*,4.7451
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,711,*,6.8445
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,752,*,6.3906
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,303,*,2.6815
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,636,14,10.4044
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,462,6,5.2468
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RBK,WALSALL HEALTHCARE NHS TRUST,240,*,3.0272
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,270,*,2.2633
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,432,*,3.6958
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RGR,WEST SUFFOLK NHS FOUNDATION TRUST,229,0,1.7739
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,476,13,8.4549
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RA3,WESTON AREA HEALTH NHS TRUST,117,*,1.4393
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RKE,WHITTINGTON HEALTH NHS TRUST,233,*,1.558
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,453,*,3.5325
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,403,6,5.1741
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",232,*,2.4725
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RLQ,WYE VALLEY NHS TRUST,183,*,2.6235
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,183,*,2.694
I00699,91,"Appendiceal conditions, Peritonitis & intestinal abscess",RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,482,*,6.2272
I00699,92,Biliary tract disease,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,999,16,12.4254
I00699,92,Biliary tract disease,RCF,AIREDALE NHS FOUNDATION TRUST,504,*,7.7812
I00699,92,Biliary tract disease,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,639,6,10.5303
I00699,92,Biliary tract disease,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",1128,20,18.285
I00699,92,Biliary tract disease,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,604,*,7.8237
I00699,92,Biliary tract disease,R1H,BARTS HEALTH NHS TRUST,1389,15,16.4378
I00699,92,Biliary tract disease,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,729,*,11.1621
I00699,92,Biliary tract disease,RC1,BEDFORD HOSPITAL NHS TRUST,353,*,5.3158
I00699,92,Biliary tract disease,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,650,14,11.9267
I00699,92,Biliary tract disease,RMC,BOLTON NHS FOUNDATION TRUST,827,*,10.5213
I00699,92,Biliary tract disease,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,966,9,14.5249
I00699,92,Biliary tract disease,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,668,14,9.6288
I00699,92,Biliary tract disease,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,469,6,7.3809
I00699,92,Biliary tract disease,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,845,14,13.382
I00699,92,Biliary tract disease,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,916,15,12.8432
I00699,92,Biliary tract disease,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,762,8,8.5674
I00699,92,Biliary tract disease,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,646,15,11.6907
I00699,92,Biliary tract disease,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,729,9,13.1738
I00699,92,Biliary tract disease,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,642,12,7.3192
I00699,92,Biliary tract disease,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,1494,14,22.4854
I00699,92,Biliary tract disease,RJ6,CROYDON HEALTH SERVICES NHS TRUST,532,7,4.4694
I00699,92,Biliary tract disease,RN7,DARTFORD AND GRAVESHAM NHS TRUST,691,17,7.615
I00699,92,Biliary tract disease,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,1027,19,17.7944
I00699,92,Biliary tract disease,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,397,6,5.4101
I00699,92,Biliary tract disease,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,662,11,8.9376
I00699,92,Biliary tract disease,RJN,EAST CHESHIRE NHS TRUST,305,7,5.2936
I00699,92,Biliary tract disease,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,1328,19,21.5959
I00699,92,Biliary tract disease,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,865,12,14.6843
I00699,92,Biliary tract disease,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,1391,22,19.1061
I00699,92,Biliary tract disease,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,681,15,13.5597
I00699,92,Biliary tract disease,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,662,12,8.9202
I00699,92,Biliary tract disease,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,1510,12,17.2043
I00699,92,Biliary tract disease,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,609,11,10.2104
I00699,92,Biliary tract disease,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,424,*,4.763
I00699,92,Biliary tract disease,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,1004,18,14.8988
I00699,92,Biliary tract disease,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,889,9,9.4353
I00699,92,Biliary tract disease,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,580,7,6.6902
I00699,92,Biliary tract disease,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,830,15,11.4474
I00699,92,Biliary tract disease,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,394,*,6.1643
I00699,92,Biliary tract disease,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,260,*,2.4149
I00699,92,Biliary tract disease,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,1110,21,18.3925
I00699,92,Biliary tract disease,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,1024,6,11.669
I00699,92,Biliary tract disease,R1F,ISLE OF WIGHT NHS TRUST,243,*,5.6283
I00699,92,Biliary tract disease,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,386,8,7.5028
I00699,92,Biliary tract disease,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,754,14,12.4043
I00699,92,Biliary tract disease,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,1487,27,13.6579
I00699,92,Biliary tract disease,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,573,6,6.8299
I00699,92,Biliary tract disease,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,688,8,13.1674
I00699,92,Biliary tract disease,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,1419,21,23.7943
I00699,92,Biliary tract disease,RJ2,LEWISHAM AND GREENWICH NHS TRUST,849,17,11.9298
I00699,92,Biliary tract disease,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,1068,8,12.8175
I00699,92,Biliary tract disease,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,681,8,7.3404
I00699,92,Biliary tract disease,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,933,17,13.298
I00699,92,Biliary tract disease,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,1986,17,21.5823
I00699,92,Biliary tract disease,RPA,MEDWAY NHS FOUNDATION TRUST,876,10,8.6105
I00699,92,Biliary tract disease,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,779,7,10.9285
I00699,92,Biliary tract disease,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,630,6,7.3431
I00699,92,Biliary tract disease,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,1209,18,16.8579
I00699,92,Biliary tract disease,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,493,*,6.0751
I00699,92,Biliary tract disease,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1038,12,17.2112
I00699,92,Biliary tract disease,RVJ,NORTH BRISTOL NHS TRUST,890,18,13.863
I00699,92,Biliary tract disease,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,867,11,14.003
I00699,92,Biliary tract disease,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,508,*,5.8406
I00699,92,Biliary tract disease,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,920,14,12.0958
I00699,92,Biliary tract disease,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,947,20,14.0029
I00699,92,Biliary tract disease,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,561,8,8.0461
I00699,92,Biliary tract disease,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,469,7,7.7532
I00699,92,Biliary tract disease,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,1063,14,17.6768
I00699,92,Biliary tract disease,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,1006,17,21.2056
I00699,92,Biliary tract disease,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,1339,37,20.1215
I00699,92,Biliary tract disease,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1149,23,19.1992
I00699,92,Biliary tract disease,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,1687,28,22.5796
I00699,92,Biliary tract disease,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,491,*,11.9321
I00699,92,Biliary tract disease,RHU,PORTSMOUTH HOSPITALS NHS TRUST,923,13,13.8789
I00699,92,Biliary tract disease,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,533,9,8.1476
I00699,92,Biliary tract disease,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,713,16,13.806
I00699,92,Biliary tract disease,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,870,18,11.7354
I00699,92,Biliary tract disease,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,978,12,13.3886
I00699,92,Biliary tract disease,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,646,10,8.1962
I00699,92,Biliary tract disease,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,503,6,6.7021
I00699,92,Biliary tract disease,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,729,8,12.7778
I00699,92,Biliary tract disease,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,552,*,6.5413
I00699,92,Biliary tract disease,RNZ,SALISBURY NHS FOUNDATION TRUST,435,13,6.0609
I00699,92,Biliary tract disease,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,813,16,12.9185
I00699,92,Biliary tract disease,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,1547,21,26.7557
I00699,92,Biliary tract disease,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,740,13,11.1025
I00699,92,Biliary tract disease,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,863,15,14.4259
I00699,92,Biliary tract disease,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,1140,18,15.5194
I00699,92,Biliary tract disease,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,352,*,5.5254
I00699,92,Biliary tract disease,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,495,*,6.8428
I00699,92,Biliary tract disease,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,699,20,9.8689
I00699,92,Biliary tract disease,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,492,9,6.8669
I00699,92,Biliary tract disease,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,554,7,5.8278
I00699,92,Biliary tract disease,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,895,12,11.8167
I00699,92,Biliary tract disease,RWJ,STOCKPORT NHS FOUNDATION TRUST,726,7,10.7629
I00699,92,Biliary tract disease,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,640,11,8.247
